separation,capacitance
2753,11350380
2753,11351721
2753,11350555
2753,11351329
2753,11350954
2753,11350326
2753,11349977
2753,11350720
2753,11352186
2753,11350662
2753,11350839
2753,11350692
2753,11350191
2753,11350512
2753,11351359
2753,11350840
2753,11350747
2753,11349752
2753,11348884
2753,11351712
2753,11351209
2753,11350360
2753,11350515
2753,11349947
2753,11350702
2753,11350622
2753,11351403
2753,11350096
2753,11349985
2753,11351581
2753,11349766
2753,11351386
2753,11349642
2753,11351271
2753,11351068
2753,11351182
2753,11351889
2753,11351414
2753,11350513
2753,11349563
2753,11351400
2753,11350851
2753,11350546
2753,11350416
2753,11349802
2753,11349127
2753,11351155
2753,11351214
2753,11351417
2753,11350211
2753,11350840
2753,11349882
2753,11350046
2753,11349621
2753,11350575
2753,11350894
2753,11351776
2753,11349839
2753,11350570
2753,11350795
2763,11342442
2763,11341790
2763,11341652
2763,11340924
2763,11342368
2763,11340185
2763,11341705
2763,11342097
2763,11341195
2763,11339799
2763,11340826
2763,11341505
2763,11339278
2763,11341559
2763,11340462
2763,11342085
2763,11341469
2763,11339964
2763,11341214
2763,11341710
2763,11341038
2763,11339959
2763,11342113
2763,11341940
2763,11340351
2763,11340586
2763,11340300
2763,11341962
2763,11341774
2763,11343398
2763,11342016
2763,11341593
2763,11340250
2763,11341424
2763,11340955
2763,11341511
2763,11340918
2763,11339556
2763,11341110
2763,11341411
2763,11343640
2763,11341335
2763,11339628
2763,11342350
2763,11340428
2763,11340749
2763,11339786
2763,11340963
2763,11342217
2763,11342577
2763,11342344
2763,11340531
2763,11340292
2763,11342231
2763,11341663
2763,11340552
2763,11341245
2763,11341063
2763,11340603
2763,11339487
2763,11342066
2763,11341490
2763,11340449
2763,11340075
2763,11340371
2763,11341293
2763,11341847
2763,11340614
2763,11342340
2763,11339946
2763,11343280
2763,11339678
2763,11341422
2763,11340486
2763,11342198
2763,11341618
2763,11340754
2763,11342274
2763,11341732
2763,11340431
2763,11341935
2763,11341523
2763,11340487
2763,11340617
2763,11342174
2763,11341842
2763,11340984
2763,11340823
2763,11340808
2763,11340467
2763,11341450
2763,11341206
2763,11339986
2763,11339403
2763,11340565
2763,11341180
2763,11340774
2763,11341754
2763,11340172
2763,11339888
2763,11341483
2763,11340729
2763,11340563
2763,11340751
2763,11341029
2763,11341702
2773,11330279
2773,11331051
2773,11330459
2773,11330295
2773,11331946
2773,11332034
2773,11331081
2773,11330429
2773,11329813
2773,11330472
2773,11332029
2773,11331289
2773,11330950
2773,11331831
2773,11330562
2773,11330650
2773,11331813
2773,11331857
2773,11329701
2773,11331336
2773,11330577
2773,11332303
2773,11331015
2773,11331720
2773,11330893
2773,11331217
2773,11330605
2773,11331584
2773,11330729
2773,11331081
2773,11332110
2773,11330502
2773,11330995
2773,11329845
2773,11331131
2773,11329731
2773,11330518
2773,11331420
2773,11331682
2773,11331761
2773,11330648
2773,11331479
2773,11330198
2773,11330633
2773,11330265
2773,11331097
2773,11331905
2773,11331991
2773,11330736
2773,11330190
2773,11330879
2773,11331716
2773,11329897
2773,11331335
2773,11330264
2773,11330398
2773,11331202
2773,11329000
2773,11331903
2783,11320451
2783,11319706
2783,11321590
2783,11320655
2783,11319624
2783,11319445
2783,11321086
2783,11320385
2783,11320674
2783,11320296
2783,11320689
2783,11320984
2783,11321939
2783,11321048
2783,11320975
2783,11319813
2783,11320553
2783,11319806
2783,11320623
2783,11320106
2783,11319821
2783,11321126
2783,11320225
2783,11321449
2783,11320297
2783,11320700
2783,11320645
2783,11320240
2783,11320538
2783,11320479
2783,11321408
2783,11320439
2783,11321331
2783,11319364
2783,11320328
2783,11320886
2783,11321332
2783,11320687
2783,11320803
2783,11321060
2783,11321216
2783,11321172
2783,11320626
2783,11319782
2783,11319810
2783,11318889
2783,11320109
2783,11320524
2783,11319777
2783,11319826
2783,11320864
2783,11319848
2783,11320385
2783,11320353
2783,11319880
2783,11320333
2783,11320169
2783,11320704
2783,11320945
2783,11320647
2783,11320457
2783,11319544
2783,11320224
2783,11320544
2783,11320157
2783,11321468
2783,11321028
2783,11320741
2783,11320274
2783,11321306
2783,11321111
2783,11320597
2783,11321117
2783,11320983
2783,11320982
2783,11320553
2783,11321554
2783,11320492
2783,11320495
2783,11319814
2783,11320418
2793,11311792
2793,11311260
2793,11309456
2793,11310914
2793,11310681
2793,11311360
2793,11309808
2793,11310354
2793,11311205
2793,11310596
2793,11310853
2793,11309531
2793,11310434
2793,11310802
2793,11310339
2793,11311380
2793,11310700
2793,11311190
2793,11311699
2793,11310517
2793,11311046
2793,11309841
2793,11309980
2793,11310656
2793,11310510
2793,11310669
2793,11311282
2793,11310406
2793,11310508
2793,11309344
2793,11310414
2793,11311120
2793,11311123
2793,11310012
2793,11309572
2793,11310459
2793,11311092
2793,11311025
2793,11310369
2793,11311069
2793,11310764
2793,11309730
2793,11311455
2793,11311084
2793,11309863
2793,11310430
2793,11311663
2793,11310103
2793,11309803
2793,11310208
2793,11311129
2793,11311658
2793,11310886
2793,11310068
2793,11309658
2793,11309883
2793,11310343
2793,11310630
2793,11310724
2793,11310120
2793,11310309
2793,11308858
2793,11310834
2793,11310699
2793,11310443
2793,11309923
2793,11310363
2793,11310243
2793,11309743
2793,11310547
2793,11311133
2793,11310205
2793,11310934
2793,11311254
2793,11309616
2793,11311386
2793,11308471
2793,11310860
2793,11310389
2793,11310674
2793,11311067
2793,11310658
2793,11310724
2793,11309697
2793,11310738
2793,11310154
2793,11309326
2793,11309273
2793,11309772
2793,11310801
2793,11311192
2803,11299889
2803,11301282
2803,11299991
2803,11300745
2803,11300601
2803,11300613
2803,11301007
2803,11300804
2803,11301023
2803,11300944
2803,11300851
2803,11302151
2803,11301446
2803,11299346
2803,11301261
2803,11301463
2803,11301993
2803,11301162
2803,11300633
2803,11299676
2803,11301918
2803,11299703
2803,11301135
2803,11299845
2803,11300937
2803,11300646
2803,11299669
2803,11300636
2803,11302605
2803,11300662
2803,11300470
2803,11301275
2803,11299934
2803,11300265
2803,11301035
2803,11301835
2803,11301378
2803,11300276
2803,11302150
2803,11300883
2803,11300394
2803,11300783
2803,11300574
2803,11300554
2803,11300460
2803,11300428
2803,11302234
2803,11300664
2803,11300669
2803,11300149
2803,11301842
2803,11301874
2803,11300649
2803,11302069
2803,11301166
2803,11300599
2803,11301675
2803,11299726
2803,11301301
2803,11301487
2803,11301609
2803,11301067
2803,11300381
2803,11300964
2803,11300777
2803,11299911
2803,11300584
2803,11300737
2803,11301262
2803,11300638
2803,11301081
2803,11300972
2803,11300914
2803,11300810
2803,11300164
2803,11301203
2803,11299866
2803,11300333
2803,11300158
2803,11300669
2803,11301689
2803,11300258
2803,11300780
2803,11300251
2803,11300249
2803,11301835
2803,11301080
2803,11301985
2803,11301311
2803,11301575
2803,11300537
2803,11300937
2803,11299970
2803,11300408
2803,11300340
2803,11301104
2803,11301355
2803,11301414
2803,11300644
2803,11301017
2803,11300794
2803,11299971
2803,11300508
2813,11291094
2813,11291244
2813,11290517
2813,11291841
2813,11290859
2813,11291228
2813,11289739
2813,11290482
2813,11290290
2813,11292691
2813,11290693
2813,11290839
2813,11290521
2813,11291244
2813,11289854
2813,11290674
2813,11290192
2813,11291635
2813,11291847
2813,11291527
2813,11290495
2813,11291373
2813,11290943
2813,11289893
2813,11290218
2813,11291249
2813,11290780
2813,11290745
2813,11290505
2813,11290504
2813,11291059
2813,11290301
2813,11291652
2813,11290845
2813,11289687
2813,11291008
2813,11289888
2813,11290979
2813,11291660
2813,11289901
2813,11290562
2813,11291248
2813,11290353
2813,11289925
2813,11290027
2813,11291625
2813,11290705
2813,11291305
2813,11290695
2813,11290361
2813,11290482
2813,11288969
2813,11289397
2813,11290968
2813,11289263
2813,11289796
2813,11290785
2813,11290889
2813,11289477
2813,11290198
2813,11291500
2813,11290723
2813,11293201
2813,11291480
2813,11289864
2813,11291094
2813,11291686
2813,11290442
2813,11290453
2813,11290527
2813,11289626
2813,11291771
2813,11290867
2813,11289853
2813,11291137
2813,11290284
2813,11290546
2813,11290808
2823,11281205
2823,11281999
2823,11282348
2823,11281383
2823,11282330
2823,11282462
2823,11281674
2823,11281350
2823,11280671
2823,11281393
2823,11282239
2823,11280481
2823,11281513
2823,11282027
2823,11281215
2823,11282593
2823,11281768
2823,11279976
2823,11282395
2823,11282320
2823,11281738
2823,11281636
2823,11281244
2823,11282214
2823,11282266
2823,11282331
2823,11281272
2823,11281585
2823,11281062
2823,11281678
2823,11281285
2823,11280684
2823,11281989
2823,11281248
2823,11281470
2823,11281220
2823,11282446
2823,11282082
2823,11282100
2823,11281947
2823,11280843
2823,11281446
2823,11281612
2823,11281824
2823,11282023
2823,11282281
2823,11281984
2823,11281825
2823,11281464
2823,11282182
2823,11281582
2823,11281769
2823,11281401
2823,11281861
2823,11282504
2823,11281264
2823,11281082
2823,11282016
2823,11281681
2823,11280318
2823,11281053
2823,11281871
2823,11280097
2823,11280902
2823,11281673
2823,11280261
2823,11281661
2823,11280412
2823,11281739
2823,11281507
2823,11281112
2823,11282248
2823,11281745
2823,11281146
2823,11281276
2823,11281362
2823,11281750
2823,11281262
2823,11281474
2823,11280170
2823,11281371
2823,11281392
2823,11282292
2823,11280853
2823,11282207
2833,11271007
2833,11269931
2833,11271471
2833,11271185
2833,11272017
2833,11272168
2833,11271011
2833,11271830
2833,11271255
2833,11270128
2833,11272034
2833,11270817
2833,11270612
2833,11271553
2833,11270453
2833,11270833
2833,11270258
2833,11269721
2833,11272276
2833,11271981
2833,11271655
2833,11271446
2833,11271815
2833,11271549
2833,11272191
2833,11272866
2833,11270282
2833,11270336
2833,11270542
2833,11270112
2833,11270263
2833,11271165
2833,11271589
2833,11271666
2833,11270723
2833,11271051
2833,11270868
2833,11271464
2833,11271920
2833,11272167
2833,11270103
2833,11270819
2833,11271952
2833,11270579
2833,11270433
2833,11270422
2833,11272106
2833,11270866
2833,11271856
2833,11272468
2833,11271759
2833,11271335
2833,11270778
2833,11269725
2833,11270778
2833,11270999
2833,11271863
2833,11270206
2833,11271125
2833,11270727
2833,11269713
2833,11270895
2833,11271184
2833,11270712
2833,11271394
2833,11271215
2833,11272817
2833,11273511
2833,11270754
2833,11271718
2833,11270589
2833,11270606
2833,11270742
2833,11270560
2833,11270400
2833,11271703
2833,11270655
2833,11270514
2833,11271031
2833,11271063
2833,11272234
2833,11271986
2833,11271744
2833,11270960
2833,11271040
2833,11270748
2833,11271621
2833,11270582
2833,11271117
2833,11270525
2833,11270761
2833,11270292
2833,11271946
2833,11271176
2833,11271124
2833,11271546
2833,11270336
2833,11270610
2833,11270351
2833,11270544
2833,11270695
2833,11270930
2833,11271219
2833,11271414
2833,11270745
2833,11270271
2843,11260868
2843,11261954
2843,11261640
2843,11260892
2843,11262499
2843,11261508
2843,11262273
2843,11261125
2843,11262545
2843,11261217
2843,11261767
2843,11261230
2843,11262193
2843,11261625
2843,11262118
2843,11260831
2843,11261721
2843,11261952
2843,11262259
2843,11261945
2843,11262237
2843,11262364
2843,11262135
2843,11261523
2843,11261281
2843,11261902
2843,11261894
2843,11261616
2843,11261128
2843,11262251
2843,11262779
2843,11261684
2843,11261016
2843,11261135
2843,11262215
2843,11262742
2843,11261565
2843,11261363
2843,11261454
2843,11261212
2843,11261444
2843,11261282
2843,11261698
2843,11261119
2843,11261417
2843,11261208
2843,11261956
2843,11263056
2843,11262767
2843,11261640
2843,11261792
2843,11262218
2843,11261985
2843,11261833
2843,11262473
2843,11260781
2843,11260952
2843,11263221
2843,11261717
2843,11262205
2843,11263378
2843,11260895
2843,11262757
2843,11262586
2843,11261148
2843,11262886
2843,11261428
2843,11262685
2843,11262153
2843,11262645
2843,11261301
2843,11261885
2843,11261937
2843,11260843
2843,11262071
2843,11262226
2843,11262159
2843,11261295
2843,11262603
2843,11262045
2843,11261983
2843,11261814
2843,11261679
2843,11262578
2843,11261935
2843,11261617
2843,11261848
2843,11260512
2843,11261383
2843,11261653
2843,11262205
2843,11261524
2843,11262304
2843,11262496
2853,11251913
2853,11252650
2853,11253149
2853,11251777
2853,11252401
2853,11253190
2853,11253855
2853,11252754
2853,11252529
2853,11252958
2853,11252276
2853,11253143
2853,11253450
2853,11253127
2853,11252737
2853,11252649
2853,11252400
2853,11252980
2853,11252584
2853,11252938
2853,11253400
2853,11251838
2853,11251852
2853,11252111
2853,11252219
2853,11253130
2853,11253088
2853,11253878
2853,11252927
2853,11251939
2853,11253322
2853,11253261
2853,11252783
2853,11252303
2853,11253870
2853,11251972
2853,11253427
2853,11252775
2853,11253163
2853,11253648
2853,11252467
2853,11251750
2853,11253025
2853,11252724
2853,11251387
2853,11252709
2853,11253480
2853,11252715
2863,11242803
2863,11244012
2863,11242107
2863,11242649
2863,11242342
2863,11243102
2863,11243733
2863,11243708
2863,11243253
2863,11242262
2863,11244794
2863,11242335
2863,11243398
2863,11243183
2863,11244088
2863,11242374
2863,11242992
2863,11244162
2863,11244511
2863,11242151
2863,11242095
2863,11242929
2863,11243686
2863,11243119
2863,11243518
2863,11243904
2863,11242882
2863,11243279
2863,11242943
2863,11243544
2863,11244137
2863,11243286
2863,11243984
2863,11243643
2863,11242719
2863,11242620
2863,11243365
2863,11242338
2863,11243644
2863,11243504
2863,11242972
2863,11241960
2863,11242751
2863,11244004
2863,11242497
2863,11243168
2863,11243557
2863,11243114
2863,11243941
2863,11243743
2863,11243300
2863,11243446
2863,11243275
2863,11242784
2863,11243876
2863,11243323
2863,11243109
2863,11241892
2863,11243247
2863,11243197
2863,11242905
2863,11243849
2863,11243666
2863,11242630
2863,11243495
2863,11243365
2863,11243850
2863,11243029
2863,11244253
2863,11243491
2863,11241492
2863,11243590
2863,11243337
2863,11243425
2863,11244106
2863,11243438
2863,11242467
2863,11242489
2863,11242707
2863,11242375
2863,11242405
2863,11243400
2863,11242594
2863,11243320
2863,11243219
2863,11243272
2863,11243561
2863,11242383
2863,11243572
2863,11242850
2863,11243267
2873,11235546
2873,11235896
2873,11236092
2873,11235065
2873,11235686
2873,11234498
2873,11235024
2873,11235040
2873,11235037
2873,11235291
2873,11237312
2873,11236251
2873,11236004
2873,11234753
2873,11235820
2873,11236064
2873,11235045
2873,11235676
2873,11235569
2873,11235352
2873,11235412
2873,11235563
2873,11236484
2873,11234606
2873,11235555
2873,11234631
2873,11234107
2873,11235424
2873,11235765
2873,11235895
2873,11233767
2873,11235467
2873,11236321
2873,11235777
2873,11235203
2873,11235891
2873,11234925
2873,11235797
2873,11235839
2873,11235445
2873,11235398
2873,11235968
2873,11236467
2873,11235629
2873,11235488
2873,11234385
2873,11234833
2873,11235968
2873,11235408
2873,11234321
2873,11235151
2873,11235724
2873,11234998
2873,11235962
2873,11235156
2873,11235825
2873,11234629
2873,11234959
2873,11234817
2873,11236571
2873,11235276
2873,11234564
2873,11235521
2873,11235005
2873,11235670
2873,11235804
2873,11235882
2873,11234929
2873,11234801
2873,11235464
2883,11227252
2883,11228047
2883,11227687
2883,11227174
2883,11227529
2883,11227275
2883,11227766
2883,11227121
2883,11227040
2883,11226049
2883,11227674
2883,11227012
2883,11227768
2883,11227838
2883,11226905
2883,11226756
2883,11227078
2883,11226739
2883,11226914
2883,11227612
2883,11226802
2883,11227411
2883,11227065
2883,11227654
2883,11227812
2883,11226866
2883,11227183
2883,11226947
2883,11227167
2883,11226879
2883,11227552
2883,11227242
2883,11226817
2883,11226708
2883,11227706
2883,11226794
2883,11227662
2883,11227254
2883,11226577
2883,11227124
2883,11226352
2883,11228405
2883,11227283
2883,11226900
2883,11227681
2883,11225881
2883,11227060
2883,11226394
2883,11226717
2883,11227087
2883,11226330
2883,11226730
2883,11227761
2883,11227384
2883,11226661
2883,11227757
2883,11226961
2883,11226931
2883,11226412
2883,11226465
2883,11228208
2883,11226724
2883,11226344
2883,11226363
2883,11227841
2883,11227710
2883,11225811
2883,11227819
2883,11227521
2883,11227188
2883,11226832
2883,11227221
2883,11226526
2883,11227026
2883,11227026
2893,11216712
2893,11217433
2893,11216674
2893,11217031
2893,11217215
2893,11217187
2893,11217604
2893,11217144
2893,11218046
2893,11217871
2893,11217523
2893,11217722
2893,11217995
2893,11218070
2893,11217331
2893,11217518
2893,11216959
2893,11217050
2893,11216834
2893,11216567
2893,11217301
2893,11217497
2893,11217192
2893,11217256
2893,11217184
2893,11217005
2893,11216580
2893,11217374
2893,11217467
2893,11218096
2893,11217700
2893,11216746
2893,11218316
2893,11217769
2893,11218167
2893,11216947
2893,11217774
2893,11216669
2893,11216655
2893,11217675
2893,11217773
2893,11216112
2893,11217453
2893,11217124
2893,11217689
2893,11216785
2893,11217297
2893,11216753
2893,11216670
2893,11217218
2893,11217012
2893,11218128
2893,11217589
2893,11217076
2893,11217741
2893,11217816
2893,11217409
2893,11217154
2893,11218689
2903,11208340
2903,11208260
2903,11209050
2903,11210164
2903,11209434
2903,11208055
2903,11209841
2903,11209934
2903,11207572
2903,11208991
2903,11207800
2903,11209765
2903,11209976
2903,11209552
2903,11208972
2903,11209488
2903,11208242
2903,11210077
2903,11209034
2903,11208905
2903,11210738
2903,11209669
2903,11208796
2903,11209207
2903,11209326
2903,11209017
2903,11209972
2903,11209267
2903,11209288
2903,11209054
2903,11209627
2903,11208851
2903,11209508
2903,11208623
2903,11208251
2903,11208034
2903,11209034
2903,11208799
2903,11209162
2903,11209719
2903,11209182
2903,11209303
2903,11209505
2903,11210240
2903,11209703
2903,11209559
2903,11209480
2903,11210234
2903,11209229
2913,11200650
2913,11199864
2913,11200942
2913,11200130
2913,11199965
2913,11199793
2913,11199466
2913,11200256
2913,11200618
2913,11200502
2913,11200111
2913,11198549
2913,11200206
2913,11199925
2913,11200718
2913,11200048
2913,11200018
2913,11199501
2913,11201494
2913,11200451
2913,11200313
2913,11200165
2913,11199478
2913,11199153
2913,11200314
2913,11199335
2913,11198816
2913,11199538
2913,11200233
2913,11200610
2913,11199273
2913,11201120
2913,11199855
2913,11200486
2913,11199385
2913,11200689
2913,11201266
2913,11200976
2913,11200149
2913,11200865
2913,11199556
2913,11200938
2913,11199685
2913,11199541
2913,11200507
2913,11199673
2913,11199490
2913,11199634
2913,11199831
2913,11200378
2913,11199337
2913,11200242
2913,11199765
2913,11199312
2913,11200334
2913,11200419
2913,11201323
2913,11200194
2913,11199329
2913,11200999
2913,11199578
2913,11199371
2913,11200587
2913,11199689
2913,11198529
2913,11198997
2913,11199160
2913,11201216
2913,11200655
2913,11199620
2913,11199646
2913,11199592
2913,11199366
2913,11199422
2913,11200320
2913,11200829
2913,11199386
2913,11200555
2913,11200785
2913,11199599
2913,11199927
2913,11200117
2913,11199387
2913,11202256
2913,11200125
2913,11200315
2913,11199408
2913,11200177
2913,11197939
2913,11199210
2913,11200388
2913,11198778
2913,11200035
2913,11201508
2913,11200631
2913,11199627
2913,11201099
2913,11200518
2913,11200639
2913,11200705
2913,11199137
2913,11200964
2913,11199300
2913,11201077
2913,11199063
2913,11199522
2913,11200360
2913,11200033
2913,11200040
2913,11198646
2923,11189716
2923,11189968
2923,11189919
2923,11191434
2923,11190262
2923,11189752
2923,11191506
2923,11190046
2923,11190074
2923,11190590
2923,11190131
2923,11190183
2923,11190050
2923,11190820
2923,11189676
2923,11187897
2923,11187726
2923,11190577
2923,11190684
2923,11192186
2923,11189860
2923,11189309
2923,11188619
2923,11189161
2923,11190055
2923,11190060
2923,11191427
2923,11189411
2923,11190552
2923,11189375
2923,11188771
2923,11188873
2923,11190019
2923,11189301
2923,11189515
2923,11190586
2923,11189621
2923,11191428
2923,11189049
2923,11190378
2923,11190034
2923,11189686
2923,11190277
2923,11190752
2923,11190193
2923,11189106
2923,11191250
2923,11188973
2923,11191160
2923,11190289
2923,11190270
2923,11189229
2923,11189656
2923,11188845
2923,11190249
2923,11190693
2923,11191373
2923,11190504
2923,11190370
2923,11188732
2923,11189925
2923,11189413
2923,11190957
2923,11190068
2923,11189527
2923,11189945
2923,11190190
2923,11189468
2923,11188775
2923,11189729
2923,11189561
2923,11189740
2923,11189578
2923,11189721
2923,11190572
2923,11191179
2923,11190515
2923,11189382
2923,11191097
2923,11189640
2923,11188457
2923,11190489
2923,11190745
2933,11181878
2933,11181631
2933,11180756
2933,11182765
2933,11181710
2933,11183228
2933,11181070
2933,11182058
2933,11181614
2933,11182342
2933,11181060
2933,11181800
2933,11181720
2933,11183262
2933,11182000
2933,11182172
2933,11181685
2933,11181113
2933,11181301
2933,11182536
2933,11181416
2933,11184218
2933,11180728
2933,11182038
2933,11180932
2933,11182029
2933,11181445
2933,11180662
2933,11180880
2933,11181776
2933,11182498
2933,11180624
2933,11182243
2933,11182067
2933,11182217
2933,11181016
2933,11181993
2933,11180663
2933,11181870
2933,11182503
2933,11181460
2933,11181829
2933,11181546
2933,11181912
2933,11181782
2933,11181627
2933,11181888
2933,11181855
2933,11181401
2933,11181562
2943,11172640
2943,11173772
2943,11172356
2943,11170881
2943,11173849
2943,11173298
2943,11173878
2943,11173565
2943,11173216
2943,11171743
2943,11174181
2943,11172689
2943,11174885
2943,11172292
2943,11174693
2943,11174038
2943,11174146
2943,11172849
2943,11173433
2943,11173718
2943,11173067
2943,11173847
2943,11174107
2943,11172728
2943,11172674
2943,11174105
2943,11172539
2943,11174353
2943,11173356
2943,11172678
2943,11172503
2943,11173359
2943,11172517
2943,11172925
2943,11172494
2943,11172633
2943,11174895
2943,11174974
2943,11171634
2943,11173266
2943,11173599
2943,11173785
2943,11173797
2943,11172781
2943,11174014
2943,11173330
2943,11174171
2943,11175608
2943,11172409
2943,11173708
2943,11172992
2943,11172621
2943,11174885
2943,11174639
2943,11174483
2943,11173155
2943,11173965
2943,11173599
2943,11173719
2943,11172556
2943,11174131
2943,11172948
2943,11172645
2943,11172251
2943,11173229
2943,11172755
2943,11171396
2943,11171802
2943,11173918
2943,11173083
2943,11171692
2943,11173727
2943,11171673
2943,11173082
2943,11171739
2943,11173973
2943,11172814
2943,11172919
2943,11172287
2943,11171888
2943,11173665
2943,11171742
2943,11171664
2943,11172399
2943,11173861
2943,11173051
2943,11174544
2943,11173118
2943,11173510
2943,11173191
2953,11162703
2953,11163207
2953,11164867
2953,11163891
2953,11163341
2953,11163673
2953,11164089
2953,11164590
2953,11163657
2953,11163615
2953,11161721
2953,11164365
2953,11163475
2953,11163771
2953,11163992
2953,11163310
2953,11163197
2953,11162172
2953,11163851
2953,11163723
2953,11162749
2953,11162484
2953,11163141
2953,11162782
2953,11164877
2953,11163562
2953,11164188
2953,11164763
2953,11164268
2953,11163006
2953,11164530
2953,11162176
2953,11163523
2953,11164060
2953,11162918
2953,11163716
2953,11163464
2953,11163966
2953,11163761
2953,11164609
2953,11165955
2953,11164351
2953,11164704
2953,11164199
2953,11164662
2953,11165099
2953,11163997
2953,11164131
2953,11163725
2953,11163512
2953,11163033
2953,11163983
2953,11162969
2953,11163777
2953,11162436
2953,11163138
2953,11165013
2953,11164965
2953,11164973
2953,11162789
2953,11164615
2953,11162629
2953,11164156
2953,11164020
2953,11164721
2953,11163768
2953,11164193
2953,11164085
2953,11162423
2953,11162797
2953,11162898
2953,11164007
2953,11163236
2953,11162851
2953,11164214
2953,11164679
2953,11163688
2953,11163110
2953,11162044
2953,11161152
2953,11163891
2953,11163568
2953,11163506
2953,11164934
2953,11164344
2953,11163596
2953,11163031
2953,11164299
2953,11164515
2953,11164750
2953,11164105
2953,11162975
2953,11164427
2953,11162296
2953,11163641
2953,11163162
2953,11162890
2953,11162238
2963,11155310
2963,11156010
2963,11153120
2963,11154356
2963,11155075
2963,11153247
2963,11153245
2963,11155531
2963,11154721
2963,11152507
2963,11154291
2963,11153487
2963,11155275
2963,11154558
2963,11155503
2963,11154845
2963,11153973
2963,11153314
2963,11155967
2963,11154267
2963,11156342
2963,11154853
2963,11153866
2963,11155717
2963,11153721
2963,11155312
2963,11153695
2963,11156308
2963,11154494
2963,11154342
2963,11154419
2963,11154969
2963,11153776
2963,11154012
2963,11154661
2963,11154713
2963,11155362
2963,11155442
2963,11157270
2963,11153274
2963,11155588
2963,11155368
2963,11154623
2963,11154646
2963,11153123
2963,11154138
2963,11154478
2963,11154911
2963,11154715
2963,11155024
2963,11153323
2963,11155789
2963,11154633
2963,11155722
2963,11154971
2963,11154267
2963,11153382
2963,11154406
2963,11153791
2963,11155718
2963,11153603
2963,11154699
2963,11154178
2963,11154733
2963,11154670
2963,11154876
2973,11146633
2973,11144997
2973,11147778
2973,11147339
2973,11146063
2973,11146295
2973,11148540
2973,11146752
2973,11147815
2973,11148128
2973,11148137
2973,11148255
2973,11147775
2973,11148754
2973,11146244
2973,11146926
2973,11145673
2973,11146239
2973,11147328
2973,11146702
2973,11145650
2973,11147672
2973,11147322
2973,11146911
2973,11147120
2973,11146354
2973,11148316
2973,11147279
2973,11146760
2973,11147536
2973,11145218
2973,11147040
2973,11145812
2973,11148580
2973,11147516
2973,11147047
2973,11146468
2973,11145218
2973,11147355
2973,11146336
2973,11148177
2973,11147972
2973,11146513
2983,11137408
2983,11137427
2983,11137843
2983,11138014
2983,11137969
2983,11139077
2983,11138696
2983,11137041
2983,11139455
2983,11139076
2983,11138396
2983,11137408
2983,11136115
2983,11136613
2983,11137461
2983,11137120
2983,11136532
2983,11138867
2983,11137746
2983,11138381
2983,11137838
2983,11137063
2983,11136595
2983,11138337
2983,11137126
2983,11138181
2983,11137675
